timestamp_raw,log_level,client,message,parsed_status,line_no,raw_line,timestamp,date,hour,weekday
Sun Dec 04 06:18:55 2005,error,unknown,mod_jk child workerEnv in error state 7,success,241,[Sun Dec 04 06:18:55 2005] [error] mod_jk child workerEnv in error state 7,2005-12-04 06:18:55,2005-12-04,6,Sunday
Sun Dec 04 06:19:05 2005,notice,unknown,jk2_init() Found child 32449 in scoreboard slot 9,success,242,[Sun Dec 04 06:19:05 2005] [notice] jk2_init() Found child 32449 in scoreboard slot 9,2005-12-04 06:19:05,2005-12-04,6,Sunday
Sun Dec 04 06:19:15 2005,notice,unknown,workerEnv.init() ok /etc/httpd/conf/workers2.properties,success,243,[Sun Dec 04 06:19:15 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 06:19:15,2005-12-04,6,Sunday
Sun Dec 04 06:19:19 2005,notice,unknown,jk2_init() Found child 32450 in scoreboard slot 10,success,244,[Sun Dec 04 06:19:19 2005] [notice] jk2_init() Found child 32450 in scoreboard slot 10,2005-12-04 06:19:19,2005-12-04,6,Sunday
Sun Dec 04 06:19:18 2005,error,unknown,mod_jk child workerEnv in error state 6,success,245,[Sun Dec 04 06:19:18 2005] [error] mod_jk child workerEnv in error state 6,2005-12-04 06:19:18,2005-12-04,6,Sunday
Sun Dec 04 06:19:19 2005,notice,unknown,jk2_init() Found child 32452 in scoreboard slot 7,success,246,[Sun Dec 04 06:19:19 2005] [notice] jk2_init() Found child 32452 in scoreboard slot 7,2005-12-04 06:19:19,2005-12-04,6,Sunday
Sun Dec 04 06:19:19 2005,notice,unknown,jk2_init() Found child 32451 in scoreboard slot 6,success,247,[Sun Dec 04 06:19:19 2005] [notice] jk2_init() Found child 32451 in scoreboard slot 6,2005-12-04 06:19:19,2005-12-04,6,Sunday
Sun Dec 04 06:19:31 2005,notice,unknown,workerEnv.init() ok /etc/httpd/conf/workers2.properties,success,248,[Sun Dec 04 06:19:31 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 06:19:31,2005-12-04,6,Sunday
Sun Dec 04 06:19:31 2005,notice,unknown,workerEnv.init() ok /etc/httpd/conf/workers2.properties,success,249,[Sun Dec 04 06:19:31 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 06:19:31,2005-12-04,6,Sunday
Sun Dec 04 06:19:34 2005,error,unknown,mod_jk child workerEnv in error state 6,success,250,[Sun Dec 04 06:19:34 2005] [error] mod_jk child workerEnv in error state 6,2005-12-04 06:19:34,2005-12-04,6,Sunday
Sun Dec 04 06:19:34 2005,error,unknown,mod_jk child workerEnv in error state 7,success,251,[Sun Dec 04 06:19:34 2005] [error] mod_jk child workerEnv in error state 7,2005-12-04 06:19:34,2005-12-04,6,Sunday
Sun Dec 04 06:19:56 2005,notice,unknown,jk2_init() Found child 32454 in scoreboard slot 7,success,252,[Sun Dec 04 06:19:56 2005] [notice] jk2_init() Found child 32454 in scoreboard slot 7,2005-12-04 06:19:56,2005-12-04,6,Sunday
Sun Dec 04 06:19:56 2005,notice,unknown,jk2_init() Found child 32453 in scoreboard slot 8,success,253,[Sun Dec 04 06:19:56 2005] [notice] jk2_init() Found child 32453 in scoreboard slot 8,2005-12-04 06:19:56,2005-12-04,6,Sunday
Sun Dec 04 06:19:56 2005,notice,unknown,jk2_init() Found child 32455 in scoreboard slot 9,success,254,[Sun Dec 04 06:19:56 2005] [notice] jk2_init() Found child 32455 in scoreboard slot 9,2005-12-04 06:19:56,2005-12-04,6,Sunday
Sun Dec 04 06:20:30 2005,notice,unknown,jk2_init() Found child 32467 in scoreboard slot 9,success,255,[Sun Dec 04 06:20:30 2005] [notice] jk2_init() Found child 32467 in scoreboard slot 9,2005-12-04 06:20:30,2005-12-04,6,Sunday
Sun Dec 04 06:20:30 2005,notice,unknown,jk2_init() Found child 32464 in scoreboard slot 8,success,256,[Sun Dec 04 06:20:30 2005] [notice] jk2_init() Found child 32464 in scoreboard slot 8,2005-12-04 06:20:30,2005-12-04,6,Sunday
Sun Dec 04 06:20:30 2005,notice,unknown,jk2_init() Found child 32465 in scoreboard slot 7,success,257,[Sun Dec 04 06:20:30 2005] [notice] jk2_init() Found child 32465 in scoreboard slot 7,2005-12-04 06:20:30,2005-12-04,6,Sunday
Sun Dec 04 06:20:30 2005,notice,unknown,jk2_init() Found child 32466 in scoreboard slot 11,success,258,[Sun Dec 04 06:20:30 2005] [notice] jk2_init() Found child 32466 in scoreboard slot 11,2005-12-04 06:20:30,2005-12-04,6,Sunday
Sun Dec 04 06:20:30 2005,notice,unknown,jk2_init() Found child 32457 in scoreboard slot 6,success,259,[Sun Dec 04 06:20:30 2005] [notice] jk2_init() Found child 32457 in scoreboard slot 6,2005-12-04 06:20:30,2005-12-04,6,Sunday
Sun Dec 04 06:20:44 2005,notice,unknown,workerEnv.init() ok /etc/httpd/conf/workers2.properties,success,260,[Sun Dec 04 06:20:44 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 06:20:44,2005-12-04,6,Sunday
Sun Dec 04 06:20:44 2005,notice,unknown,workerEnv.init() ok /etc/httpd/conf/workers2.properties,success,261,[Sun Dec 04 06:20:44 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 06:20:44,2005-12-04,6,Sunday
Sun Dec 04 06:20:44 2005,notice,unknown,workerEnv.init() ok /etc/httpd/conf/workers2.properties,success,262,[Sun Dec 04 06:20:44 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 06:20:44,2005-12-04,6,Sunday
Sun Dec 04 06:20:46 2005,error,unknown,mod_jk child workerEnv in error state 6,success,263,[Sun Dec 04 06:20:46 2005] [error] mod_jk child workerEnv in error state 6,2005-12-04 06:20:46,2005-12-04,6,Sunday
Sun Dec 04 06:20:46 2005,error,unknown,mod_jk child workerEnv in error state 7,success,264,[Sun Dec 04 06:20:46 2005] [error] mod_jk child workerEnv in error state 7,2005-12-04 06:20:46,2005-12-04,6,Sunday
Sun Dec 04 06:20:46 2005,error,unknown,mod_jk child workerEnv in error state 8,success,265,[Sun Dec 04 06:20:46 2005] [error] mod_jk child workerEnv in error state 8,2005-12-04 06:20:46,2005-12-04,6,Sunday
Sun Dec 04 06:22:18 2005,notice,unknown,jk2_init() Found child 32475 in scoreboard slot 8,success,266,[Sun Dec 04 06:22:18 2005] [notice] jk2_init() Found child 32475 in scoreboard slot 8,2005-12-04 06:22:18,2005-12-04,6,Sunday
Sun Dec 04 06:22:48 2005,notice,unknown,jk2_init() Found child 32478 in scoreboard slot 11,success,267,[Sun Dec 04 06:22:48 2005] [notice] jk2_init() Found child 32478 in scoreboard slot 11,2005-12-04 06:22:48,2005-12-04,6,Sunday
Sun Dec 04 06:22:48 2005,notice,unknown,jk2_init() Found child 32477 in scoreboard slot 10,success,268,[Sun Dec 04 06:22:48 2005] [notice] jk2_init() Found child 32477 in scoreboard slot 10,2005-12-04 06:22:48,2005-12-04,6,Sunday
Sun Dec 04 06:22:48 2005,notice,unknown,jk2_init() Found child 32479 in scoreboard slot 6,success,269,[Sun Dec 04 06:22:48 2005] [notice] jk2_init() Found child 32479 in scoreboard slot 6,2005-12-04 06:22:48,2005-12-04,6,Sunday
Sun Dec 04 06:22:48 2005,notice,unknown,jk2_init() Found child 32480 in scoreboard slot 8,success,270,[Sun Dec 04 06:22:48 2005] [notice] jk2_init() Found child 32480 in scoreboard slot 8,2005-12-04 06:22:48,2005-12-04,6,Sunday
Sun Dec 04 06:22:48 2005,notice,unknown,jk2_init() Found child 32476 in scoreboard slot 7,success,271,[Sun Dec 04 06:22:48 2005] [notice] jk2_init() Found child 32476 in scoreboard slot 7,2005-12-04 06:22:48,2005-12-04,6,Sunday
Sun Dec 04 06:22:53 2005,notice,unknown,workerEnv.init() ok /etc/httpd/conf/workers2.properties,success,272,[Sun Dec 04 06:22:53 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 06:22:53,2005-12-04,6,Sunday
Sun Dec 04 06:22:53 2005,notice,unknown,workerEnv.init() ok /etc/httpd/conf/workers2.properties,success,273,[Sun Dec 04 06:22:53 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 06:22:53,2005-12-04,6,Sunday
Sun Dec 04 06:22:53 2005,notice,unknown,workerEnv.init() ok /etc/httpd/conf/workers2.properties,success,274,[Sun Dec 04 06:22:53 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 06:22:53,2005-12-04,6,Sunday
Sun Dec 04 06:22:53 2005,notice,unknown,workerEnv.init() ok /etc/httpd/conf/workers2.properties,success,275,[Sun Dec 04 06:22:53 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 06:22:53,2005-12-04,6,Sunday
Sun Dec 04 06:22:53 2005,notice,unknown,workerEnv.init() ok /etc/httpd/conf/workers2.properties,success,276,[Sun Dec 04 06:22:53 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 06:22:53,2005-12-04,6,Sunday
Sun Dec 04 06:22:55 2005,error,unknown,mod_jk child workerEnv in error state 6,success,277,[Sun Dec 04 06:22:55 2005] [error] mod_jk child workerEnv in error state 6,2005-12-04 06:22:55,2005-12-04,6,Sunday
Sun Dec 04 06:22:55 2005,error,unknown,mod_jk child workerEnv in error state 6,success,278,[Sun Dec 04 06:22:55 2005] [error] mod_jk child workerEnv in error state 6,2005-12-04 06:22:55,2005-12-04,6,Sunday
Sun Dec 04 06:22:55 2005,error,unknown,mod_jk child workerEnv in error state 6,success,279,[Sun Dec 04 06:22:55 2005] [error] mod_jk child workerEnv in error state 6,2005-12-04 06:22:55,2005-12-04,6,Sunday
Sun Dec 04 06:22:55 2005,error,unknown,mod_jk child workerEnv in error state 7,success,280,[Sun Dec 04 06:22:55 2005] [error] mod_jk child workerEnv in error state 7,2005-12-04 06:22:55,2005-12-04,6,Sunday
Sun Dec 04 06:22:55 2005,error,unknown,mod_jk child workerEnv in error state 8,success,281,[Sun Dec 04 06:22:55 2005] [error] mod_jk child workerEnv in error state 8,2005-12-04 06:22:55,2005-12-04,6,Sunday
Sun Dec 04 06:23:12 2005,notice,unknown,jk2_init() Found child 32483 in scoreboard slot 7,success,282,[Sun Dec 04 06:23:12 2005] [notice] jk2_init() Found child 32483 in scoreboard slot 7,2005-12-04 06:23:12,2005-12-04,6,Sunday
Sun Dec 04 06:23:15 2005,notice,unknown,workerEnv.init() ok /etc/httpd/conf/workers2.properties,success,283,[Sun Dec 04 06:23:15 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 06:23:15,2005-12-04,6,Sunday
Sun Dec 04 06:23:15 2005,error,unknown,mod_jk child workerEnv in error state 6,success,284,[Sun Dec 04 06:23:15 2005] [error] mod_jk child workerEnv in error state 6,2005-12-04 06:23:15,2005-12-04,6,Sunday
Sun Dec 04 06:30:41 2005,notice,unknown,jk2_init() Found child 32507 in scoreboard slot 9,success,285,[Sun Dec 04 06:30:41 2005] [notice] jk2_init() Found child 32507 in scoreboard slot 9,2005-12-04 06:30:41,2005-12-04,6,Sunday
Sun Dec 04 06:30:43 2005,notice,unknown,workerEnv.init() ok /etc/httpd/conf/workers2.properties,success,286,[Sun Dec 04 06:30:43 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 06:30:43,2005-12-04,6,Sunday
Sun Dec 04 06:30:43 2005,error,unknown,mod_jk child workerEnv in error state 6,success,287,[Sun Dec 04 06:30:43 2005] [error] mod_jk child workerEnv in error state 6,2005-12-04 06:30:43,2005-12-04,6,Sunday
Sun Dec 04 06:36:07 2005,notice,unknown,jk2_init() Found child 32529 in scoreboard slot 6,success,288,[Sun Dec 04 06:36:07 2005] [notice] jk2_init() Found child 32529 in scoreboard slot 6,2005-12-04 06:36:07,2005-12-04,6,Sunday
Sun Dec 04 06:36:07 2005,notice,unknown,jk2_init() Found child 32528 in scoreboard slot 10,success,289,[Sun Dec 04 06:36:07 2005] [notice] jk2_init() Found child 32528 in scoreboard slot 10,2005-12-04 06:36:07,2005-12-04,6,Sunday
Sun Dec 04 06:36:10 2005,notice,unknown,workerEnv.init() ok /etc/httpd/conf/workers2.properties,success,290,[Sun Dec 04 06:36:10 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 06:36:10,2005-12-04,6,Sunday
Sun Dec 04 06:36:10 2005,error,unknown,mod_jk child workerEnv in error state 6,success,291,[Sun Dec 04 06:36:10 2005] [error] mod_jk child workerEnv in error state 6,2005-12-04 06:36:10,2005-12-04,6,Sunday
Sun Dec 04 06:36:10 2005,notice,unknown,workerEnv.init() ok /etc/httpd/conf/workers2.properties,success,292,[Sun Dec 04 06:36:10 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 06:36:10,2005-12-04,6,Sunday
Sun Dec 04 06:36:10 2005,error,unknown,mod_jk child workerEnv in error state 6,success,293,[Sun Dec 04 06:36:10 2005] [error] mod_jk child workerEnv in error state 6,2005-12-04 06:36:10,2005-12-04,6,Sunday
Sun Dec 04 06:40:54 2005,notice,unknown,jk2_init() Found child 32548 in scoreboard slot 9,success,294,[Sun Dec 04 06:40:54 2005] [notice] jk2_init() Found child 32548 in scoreboard slot 9,2005-12-04 06:40:54,2005-12-04,6,Sunday
Sun Dec 04 06:40:54 2005,notice,unknown,jk2_init() Found child 32546 in scoreboard slot 8,success,295,[Sun Dec 04 06:40:54 2005] [notice] jk2_init() Found child 32546 in scoreboard slot 8,2005-12-04 06:40:54,2005-12-04,6,Sunday
Sun Dec 04 06:40:55 2005,notice,unknown,jk2_init() Found child 32547 in scoreboard slot 7,success,296,[Sun Dec 04 06:40:55 2005] [notice] jk2_init() Found child 32547 in scoreboard slot 7,2005-12-04 06:40:55,2005-12-04,6,Sunday
Sun Dec 04 06:41:04 2005,notice,unknown,workerEnv.init() ok /etc/httpd/conf/workers2.properties,success,297,[Sun Dec 04 06:41:04 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 06:41:04,2005-12-04,6,Sunday
Sun Dec 04 06:41:04 2005,notice,unknown,workerEnv.init() ok /etc/httpd/conf/workers2.properties,success,298,[Sun Dec 04 06:41:04 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 06:41:04,2005-12-04,6,Sunday
Sun Dec 04 06:41:04 2005,notice,unknown,workerEnv.init() ok /etc/httpd/conf/workers2.properties,success,299,[Sun Dec 04 06:41:04 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 06:41:04,2005-12-04,6,Sunday
Sun Dec 04 06:41:07 2005,error,unknown,mod_jk child workerEnv in error state 6,success,300,[Sun Dec 04 06:41:07 2005] [error] mod_jk child workerEnv in error state 6,2005-12-04 06:41:07,2005-12-04,6,Sunday
Sun Dec 04 06:41:08 2005,error,unknown,mod_jk child workerEnv in error state 6,success,301,[Sun Dec 04 06:41:08 2005] [error] mod_jk child workerEnv in error state 6,2005-12-04 06:41:08,2005-12-04,6,Sunday
Sun Dec 04 06:41:08 2005,error,unknown,mod_jk child workerEnv in error state 6,success,302,[Sun Dec 04 06:41:08 2005] [error] mod_jk child workerEnv in error state 6,2005-12-04 06:41:08,2005-12-04,6,Sunday
Sun Dec 04 06:41:29 2005,notice,unknown,jk2_init() Found child 32549 in scoreboard slot 10,success,303,[Sun Dec 04 06:41:29 2005] [notice] jk2_init() Found child 32549 in scoreboard slot 10,2005-12-04 06:41:29,2005-12-04,6,Sunday
Sun Dec 04 06:41:29 2005,notice,unknown,jk2_init() Found child 32550 in scoreboard slot 6,success,304,[Sun Dec 04 06:41:29 2005] [notice] jk2_init() Found child 32550 in scoreboard slot 6,2005-12-04 06:41:29,2005-12-04,6,Sunday
Sun Dec 04 06:41:45 2005,notice,unknown,workerEnv.init() ok /etc/httpd/conf/workers2.properties,success,305,[Sun Dec 04 06:41:45 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 06:41:45,2005-12-04,6,Sunday
Sun Dec 04 06:41:45 2005,notice,unknown,workerEnv.init() ok /etc/httpd/conf/workers2.properties,success,306,[Sun Dec 04 06:41:45 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 06:41:45,2005-12-04,6,Sunday
Sun Dec 04 06:41:46 2005,error,unknown,mod_jk child workerEnv in error state 6,success,307,[Sun Dec 04 06:41:46 2005] [error] mod_jk child workerEnv in error state 6,2005-12-04 06:41:46,2005-12-04,6,Sunday
Sun Dec 04 06:41:46 2005,error,unknown,mod_jk child workerEnv in error state 6,success,308,[Sun Dec 04 06:41:46 2005] [error] mod_jk child workerEnv in error state 6,2005-12-04 06:41:46,2005-12-04,6,Sunday
Sun Dec 04 06:42:11 2005,notice,unknown,jk2_init() Found child 32551 in scoreboard slot 8,success,309,[Sun Dec 04 06:42:11 2005] [notice] jk2_init() Found child 32551 in scoreboard slot 8,2005-12-04 06:42:11,2005-12-04,6,Sunday
Sun Dec 04 06:42:11 2005,notice,unknown,jk2_init() Found child 32552 in scoreboard slot 7,success,310,[Sun Dec 04 06:42:11 2005] [notice] jk2_init() Found child 32552 in scoreboard slot 7,2005-12-04 06:42:11,2005-12-04,6,Sunday
Sun Dec 04 06:42:25 2005,notice,unknown,workerEnv.init() ok /etc/httpd/conf/workers2.properties,success,311,[Sun Dec 04 06:42:25 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 06:42:25,2005-12-04,6,Sunday
Sun Dec 04 06:42:23 2005,notice,unknown,jk2_init() Found child 32554 in scoreboard slot 10,success,312,[Sun Dec 04 06:42:23 2005] [notice] jk2_init() Found child 32554 in scoreboard slot 10,2005-12-04 06:42:23,2005-12-04,6,Sunday
Sun Dec 04 06:42:25 2005,notice,unknown,workerEnv.init() ok /etc/httpd/conf/workers2.properties,success,313,[Sun Dec 04 06:42:25 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 06:42:25,2005-12-04,6,Sunday
Sun Dec 04 06:42:23 2005,notice,unknown,jk2_init() Found child 32553 in scoreboard slot 9,success,314,[Sun Dec 04 06:42:23 2005] [notice] jk2_init() Found child 32553 in scoreboard slot 9,2005-12-04 06:42:23,2005-12-04,6,Sunday
Sun Dec 04 06:42:30 2005,error,unknown,mod_jk child workerEnv in error state 6,success,315,[Sun Dec 04 06:42:30 2005] [error] mod_jk child workerEnv in error state 6,2005-12-04 06:42:30,2005-12-04,6,Sunday
Sun Dec 04 06:42:30 2005,error,unknown,mod_jk child workerEnv in error state 6,success,316,[Sun Dec 04 06:42:30 2005] [error] mod_jk child workerEnv in error state 6,2005-12-04 06:42:30,2005-12-04,6,Sunday
Sun Dec 04 06:42:53 2005,notice,unknown,workerEnv.init() ok /etc/httpd/conf/workers2.properties,success,317,[Sun Dec 04 06:42:53 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 06:42:53,2005-12-04,6,Sunday
Sun Dec 04 06:42:53 2005,notice,unknown,workerEnv.init() ok /etc/httpd/conf/workers2.properties,success,318,[Sun Dec 04 06:42:53 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 06:42:53,2005-12-04,6,Sunday
Sun Dec 04 06:42:58 2005,error,unknown,mod_jk child workerEnv in error state 6,success,319,[Sun Dec 04 06:42:58 2005] [error] mod_jk child workerEnv in error state 6,2005-12-04 06:42:58,2005-12-04,6,Sunday
Sun Dec 04 06:42:58 2005,error,unknown,mod_jk child workerEnv in error state 6,success,320,[Sun Dec 04 06:42:58 2005] [error] mod_jk child workerEnv in error state 6,2005-12-04 06:42:58,2005-12-04,6,Sunday
Sun Dec 04 06:43:20 2005,notice,unknown,jk2_init() Found child 32556 in scoreboard slot 8,success,321,[Sun Dec 04 06:43:20 2005] [notice] jk2_init() Found child 32556 in scoreboard slot 8,2005-12-04 06:43:20,2005-12-04,6,Sunday
Sun Dec 04 06:43:20 2005,notice,unknown,jk2_init() Found child 32555 in scoreboard slot 6,success,322,[Sun Dec 04 06:43:20 2005] [notice] jk2_init() Found child 32555 in scoreboard slot 6,2005-12-04 06:43:20,2005-12-04,6,Sunday
Sun Dec 04 06:43:20 2005,notice,unknown,jk2_init() Found child 32557 in scoreboard slot 7,success,323,[Sun Dec 04 06:43:20 2005] [notice] jk2_init() Found child 32557 in scoreboard slot 7,2005-12-04 06:43:20,2005-12-04,6,Sunday
Sun Dec 04 06:43:34 2005,notice,unknown,workerEnv.init() ok /etc/httpd/conf/workers2.properties,success,324,[Sun Dec 04 06:43:34 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 06:43:34,2005-12-04,6,Sunday
Sun Dec 04 06:43:34 2005,notice,unknown,workerEnv.init() ok /etc/httpd/conf/workers2.properties,success,325,[Sun Dec 04 06:43:34 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 06:43:34,2005-12-04,6,Sunday
Sun Dec 04 06:43:34 2005,notice,unknown,workerEnv.init() ok /etc/httpd/conf/workers2.properties,success,326,[Sun Dec 04 06:43:34 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 06:43:34,2005-12-04,6,Sunday
Sun Dec 04 06:43:40 2005,error,unknown,mod_jk child workerEnv in error state 6,success,327,[Sun Dec 04 06:43:40 2005] [error] mod_jk child workerEnv in error state 6,2005-12-04 06:43:40,2005-12-04,6,Sunday
Sun Dec 04 06:43:40 2005,error,unknown,mod_jk child workerEnv in error state 6,success,328,[Sun Dec 04 06:43:40 2005] [error] mod_jk child workerEnv in error state 6,2005-12-04 06:43:40,2005-12-04,6,Sunday
Sun Dec 04 06:43:56 2005,notice,unknown,jk2_init() Found child 32558 in scoreboard slot 9,success,329,[Sun Dec 04 06:43:56 2005] [notice] jk2_init() Found child 32558 in scoreboard slot 9,2005-12-04 06:43:56,2005-12-04,6,Sunday
Sun Dec 04 06:44:18 2005,notice,unknown,jk2_init() Found child 32560 in scoreboard slot 6,success,330,[Sun Dec 04 06:44:18 2005] [notice] jk2_init() Found child 32560 in scoreboard slot 6,2005-12-04 06:44:18,2005-12-04,6,Sunday
Sun Dec 04 06:44:18 2005,notice,unknown,jk2_init() Found child 32561 in scoreboard slot 8,success,331,[Sun Dec 04 06:44:18 2005] [notice] jk2_init() Found child 32561 in scoreboard slot 8,2005-12-04 06:44:18,2005-12-04,6,Sunday
Sun Dec 04 06:44:39 2005,notice,unknown,jk2_init() Found child 32563 in scoreboard slot 9,success,332,[Sun Dec 04 06:44:39 2005] [notice] jk2_init() Found child 32563 in scoreboard slot 9,2005-12-04 06:44:39,2005-12-04,6,Sunday
Sun Dec 04 06:44:39 2005,notice,unknown,jk2_init() Found child 32564 in scoreboard slot 10,success,333,[Sun Dec 04 06:44:39 2005] [notice] jk2_init() Found child 32564 in scoreboard slot 10,2005-12-04 06:44:39,2005-12-04,6,Sunday
Sun Dec 04 06:44:39 2005,notice,unknown,jk2_init() Found child 32565 in scoreboard slot 11,success,334,[Sun Dec 04 06:44:39 2005] [notice] jk2_init() Found child 32565 in scoreboard slot 11,2005-12-04 06:44:39,2005-12-04,6,Sunday
Sun Dec 04 06:45:32 2005,notice,unknown,jk2_init() Found child 32575 in scoreboard slot 6,success,335,[Sun Dec 04 06:45:32 2005] [notice] jk2_init() Found child 32575 in scoreboard slot 6,2005-12-04 06:45:32,2005-12-04,6,Sunday
Sun Dec 04 06:45:32 2005,notice,unknown,jk2_init() Found child 32576 in scoreboard slot 7,success,336,[Sun Dec 04 06:45:32 2005] [notice] jk2_init() Found child 32576 in scoreboard slot 7,2005-12-04 06:45:32,2005-12-04,6,Sunday
Sun Dec 04 06:45:32 2005,notice,unknown,jk2_init() Found child 32569 in scoreboard slot 9,success,337,[Sun Dec 04 06:45:32 2005] [notice] jk2_init() Found child 32569 in scoreboard slot 9,2005-12-04 06:45:32,2005-12-04,6,Sunday
Sun Dec 04 06:45:32 2005,notice,unknown,jk2_init() Found child 32572 in scoreboard slot 10,success,338,[Sun Dec 04 06:45:32 2005] [notice] jk2_init() Found child 32572 in scoreboard slot 10,2005-12-04 06:45:32,2005-12-04,6,Sunday
Sun Dec 04 06:45:32 2005,notice,unknown,jk2_init() Found child 32577 in scoreboard slot 11,success,339,[Sun Dec 04 06:45:32 2005] [notice] jk2_init() Found child 32577 in scoreboard slot 11,2005-12-04 06:45:32,2005-12-04,6,Sunday
Sun Dec 04 06:45:50 2005,notice,unknown,workerEnv.init() ok /etc/httpd/conf/workers2.properties,success,340,[Sun Dec 04 06:45:50 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 06:45:50,2005-12-04,6,Sunday
Sun Dec 04 06:45:50 2005,notice,unknown,workerEnv.init() ok /etc/httpd/conf/workers2.properties,success,341,[Sun Dec 04 06:45:50 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 06:45:50,2005-12-04,6,Sunday
Sun Dec 04 06:45:57 2005,error,unknown,mod_jk child workerEnv in error state 7,success,342,[Sun Dec 04 06:45:57 2005] [error] mod_jk child workerEnv in error state 7,2005-12-04 06:45:57,2005-12-04,6,Sunday
Sun Dec 04 06:46:13 2005,notice,unknown,jk2_init() Found child 32578 in scoreboard slot 8,success,343,[Sun Dec 04 06:46:13 2005] [notice] jk2_init() Found child 32578 in scoreboard slot 8,2005-12-04 06:46:13,2005-12-04,6,Sunday
Sun Dec 04 06:46:13 2005,notice,unknown,jk2_init() Found child 32580 in scoreboard slot 6,success,344,[Sun Dec 04 06:46:13 2005] [notice] jk2_init() Found child 32580 in scoreboard slot 6,2005-12-04 06:46:13,2005-12-04,6,Sunday
Sun Dec 04 06:46:12 2005,notice,unknown,jk2_init() Found child 32581 in scoreboard slot 7,success,345,[Sun Dec 04 06:46:12 2005] [notice] jk2_init() Found child 32581 in scoreboard slot 7,2005-12-04 06:46:12,2005-12-04,6,Sunday
Sun Dec 04 06:46:13 2005,notice,unknown,jk2_init() Found child 32579 in scoreboard slot 9,success,346,[Sun Dec 04 06:46:13 2005] [notice] jk2_init() Found child 32579 in scoreboard slot 9,2005-12-04 06:46:13,2005-12-04,6,Sunday
Sun Dec 04 06:46:30 2005,notice,unknown,workerEnv.init() ok /etc/httpd/conf/workers2.properties,success,347,[Sun Dec 04 06:46:30 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 06:46:30,2005-12-04,6,Sunday
Sun Dec 04 06:46:30 2005,notice,unknown,workerEnv.init() ok /etc/httpd/conf/workers2.properties,success,348,[Sun Dec 04 06:46:30 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,2005-12-04 06:46:30,2005-12-04,6,Sunday
Sun Dec 04 06:46:31 2005,error,unknown,mod_jk child workerEnv in error state 8,success,349,[Sun Dec 04 06:46:31 2005] [error] mod_jk child workerEnv in error state 8,2005-12-04 06:46:31,2005-12-04,6,Sunday
Sun Dec 04 06:46:31 2005,error,unknown,mod_jk child workerEnv in error state 7,success,350,[Sun Dec 04 06:46:31 2005] [error] mod_jk child workerEnv in error state 7,2005-12-04 06:46:31,2005-12-04,6,Sunday
Sun Dec 04 06:46:32 2005,notice,unknown,jk2_init() Found child 32582 in scoreboard slot 10,success,351,[Sun Dec 04 06:46:32 2005] [notice] jk2_init() Found child 32582 in scoreboard slot 10,2005-12-04 06:46:32,2005-12-04,6,Sunday
